NAMA,IDPEL,ALAMAT,TARIF,DAYA,KDPT_2,TAGSASI / METER,UNITUP,WILKER,ULP,NOM MCB,X,Y,MERK METER,TYPE METER,NOMOR METER,NAMA GARDU,NO. TIANG,,
PJU 16 MERC DS PUHRUBUH,514110583009,DN PETUK PUHRUBUH,P3,4000.0,3.0,TAGSASI 375,51411.0,KAB,GROGOL,,-7.849694,111.975182,,,,EN216,D2,,
PJ DS PRANGGANG,514060651008,DN PRANGGANG,P3,7680.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.849715,112.172556,,,,EF013,C0,,
PJU BRENGGOLO T17,514060760201,DN BRENGGOLO,P3,480.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.849981,112.127523,,,,EF017,D0,,
PJU SLPANGGUNG EN646 (A),514110826097,DS SELOPANGGUNG,P3,2450.0,3.0,TAGSASI 375,51411.0,KAB,GROGOL,,-7.850274,111.934403,,,,EN646,B5A3,,
PJU SEKOTO 121,514060879465,DN SEKOTO,P3,5500.0,1.0,METER,51406.0,KAB,PARE,2500.0,-7.851131,112.145393,METBELOSA,OB91Z,2491199,EF141,C1D8C3D5,,
PJU SIDOMULYO EN185 (M),514110800133,DS JABANG,P3,5500.0,1.0,METER,51411.0,KAB,GROGOL,2500.0,-7.851397,111.989551,CANNET,DDS137,50904329260,EN133,A3,,
PJU GADUNGAN EF277,514060880519,DN KELUD,P3,3500.0,1.0,METER,51406.0,KAB,PARE,1591.0,-7.851510,112.197568,METBELOSA,OB91LU,2491535,EF277,D4,,
PJU DOROK,514060879871,DN DOROK,P3,4400.0,1.0,METER,51406.0,KAB,PARE,2000.0,-7.852199,112.171071,METBELOSA,OB91Z,2491236,EF013,C9,,
PJU DS BULU EN133 (A),514110826101,DS BULU,P3,490.0,3.0,TAGSASI 375,51411.0,KAB,GROGOL,,-7.852498,111.989317,,,,EN133,C0,,
PJU BRENGGOLO 2,514060729368,DN BRENGGOLO,P3,1300.0,1.0,METER,51406.0,KAB,PARE,591.0,-7.852603,112.134457,MELCOINDA,MS98E,10064421,EF071,B2,,
PJU SIDOMULYO EN133 (M),514110800125,DS JABANG SIDOMULYO,P3,2200.0,1.0,METER,51411.0,KAB,GROGOL,1000.0,-7.852827,111.98923,METBELOSA,,,EN133,A1B4C1,,
PJU SIDOMULYO WATES,514100580138,DS DSSIDOMULYO,P3,5500.0,1.0,METER,51410.0,KAB,NGADILUWIH,2500.0,-7.852887,112.08602,CANNET,DDS137,50903052384,EM305,D1,,
PJU LAMONG 253,514060879408,DS MANGIRAN,P3,4400.0,1.0,METER,51406.0,KAB,PARE,2000.0,-7.852938,112.149990,METBELOSA,OB91Z,2490123,EF141,C1,,
PJU DN BADUT BESUKI 43,514111113233,DS BADUT BESUKI,P3,2200.0,1.0,METER,51411.0,KAB,GROGOL,1000.0,-7.853026,111.869327,CANNET,DDS137,50904171449,EN043,B5,,
PJU TUGU KOLAK,514100604628,DN DNKOLAK WONOREJO NGD,P3,2000.0,3.0,TAGSASI 375,51410.0,KAB,NGADILUWIH,,-7.853074,112.004733,,,,EM526,C3,,
PJU DS PRANGGANG T179,514060760235,DN PRANGGANG,P3,11060.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.853284,112.185632,,,,EF179,D0,,
PJU DS SLPGNG EN647 (A),514110825954,DS TUNGGUL,P3,280.0,3.0,TAGSASI 375,51411.0,KAB,GROGOL,,-7.853946,111.928478,,,,EN647,C4,,
PJU BABADAN 250,514060879274,DN SANDING,P3,2200.0,1.0,METER,51406.0,KAB,PARE,1000.0,-7.854159,112.186731,MELCOINDA,MF-98E,8305419,EF179,B4,,
PJU PRANGGANG ( 18 ),514060656090,DN PRANGGANG,P3,4790.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.854219,112.169016,,,,EF018,D1,,
PJU PLOSO EN335 (M),514110588504,DS PLOSO MOJO,P3,4400.0,1.0,METER,51411.0,KAB,GROGOL,2000.0,-7.854287,111.991541,SMARTMETER,SMI 200 S,12071712,EN133,A1B4C1B5C3,,
PJU DS SLPGNG EN648 (A),514110825970,DS TUNGGUL,P3,280.0,3.0,TAGSASI 375,51411.0,KAB,GROGOL,,-7.854338,111.920682,,,,EN648,D1,,
PJU SLPANGGUNG EN648 (M),514110794056,DS SELOPANGGUNG,P3,4400.0,1.0,METER,51411.0,KAB,GROGOL,2000.0,-7.854384,111.920698,MELCOINDA,MS98E,8307970,EN648,D1,,
PJU TEMPUREJO BARU,514100633394,DS DSTEMPUREJO WATES,P3,5500.0,1.0,METER,51410.0,KAB,NGADILUWIH,2500.0,-7.85483,112.071926,CANNET,DDS137,50903044407,EM367,B0,,
PJU DS NGASEM T115,514060760322,DN NGASEM,P3,5500.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.855056,112.106379,SMARTMETER,SMI 200 S,12181327,EF115,C0,,
PJU NGASEM,514060622173,DN NGASEM,P3,4400.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.855069,112.106375,SMARTMETER,SMI 200 S,12181325,EF115,C0,,
PJU DS NGASEM,514060662569,DN NGASEM,P3,2000.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.855082,112.106371,,,,EF115,C0,,
PJU NGASEM,514060622165,DN NGASEM,P3,4400.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.855091,112.106365,SMARTMETER,SMI 200 S,12204617,EF115,C0,,
PJU DS PRANGGANG,514060662614,DS PRANGGANG,P3,4880.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.856421,112.168267,,,,EF165,A4,,
PJU PRANGGANG EF165,514060880215,JL SBR REJO,P3,3500.0,1.0,METER,51406.0,KAB,PARE,1591.0,-7.856427,112.168251,METBELOSA,OB91LU,2490369,EF165,A4,,
PJU SUMBERAGUNG 279,514060879976,DN SUMBER AGUNG,P3,4400.0,1.0,METER,51406.0,KAB,PARE,2000.0,-7.856469,112.173271,METBELOSA,OB91Z,2491094,EF018,B12,,
PJU DS PETOK  T 480,514110615959,DS PETOK MOJO,P3,1840.0,3.0,TAGSASI 375,51411.0,KAB,GROGOL,,-7.856945,111.987986,,,,EN480,A0,,
PJU PETOK EN480 (M),514110590218,DS PETOK MOJO,P3,2200.0,3.0,TAGSASI 375,51411.0,KAB,GROGOL,,-7.85728,111.987855,METBELOSA,,2490349,EN480,C1,,
PJU SINGGAHAN 281,514060879935,JL SUMATRA,P3,3500.0,1.0,METER,51406.0,KAB,PARE,1591.0,-7.857292,112.244102,METBELOSA,OB91Z,2491591,EF230,B3,,
PJU SATAK (230),514060655604,DN SATAK,P3,1410.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.857310,112.244090,,,,EF230,B3,,
PJU SLPANGGUNG EN649 (A),514110826143,DS SELOPANGGUNG,P3,3190.0,3.0,TAGSASI 375,51411.0,KAB,GROGOL,,-7.858171,111.906621,,,,EN649,D6,,
PJU SLPANGGUNG EN650 (A),514110826150,DS SELOPANGGUNG,P3,2150.0,3.0,TAGSASI 375,51411.0,KAB,GROGOL,,-7.858211,111.90268,,,,EN650,B1,,
PJU DS SLPGNG EN134 (A),514110826055,DS SUMBERAGUNG,P3,1820.0,3.0,TAGSASI 375,51411.0,KAB,GROGOL,,-7.858238,111.902247,,,,EN650,B0,,
PJU DS PLOSOLOR ( 29 ),514061240170,DN PLOSOLOR NO 0 PLOSOLOR,P3,3500.0,1.0,METER,51406.0,KAB,PARE,1591.0,-7.858728,112.161670,MELCOINDA,MS98E,8936451,EF029,A2B1,,
PJU WONOREJO NGADILUIWIH,514100585370,DS DSWONOREJO,P3,7700.0,3.0,TAGSASI 375,51410.0,KAB,NGADILUWIH,,-7.858743,112.003092,,,,EM177,C1,,
PJU DS PLOSO KIDUL,514060662536,DN PLOSO KIDUL,P3,1760.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.858975,112.148648,,,,EF030,B0,,
PJU DS PLOSO LOR,514060662551,DN PLOSOLOR,P3,4400.0,1.0,METER,51406.0,KAB,PARE,2000.0,-7.858982,112.148659,MELCOINDA,MS98E,8941321,EF030,B0,,
PJU SEPAWON EF030,514060879814,DN SEPAWON,P3,4400.0,1.0,METER,51406.0,KAB,PARE,2000.0,-7.859248,112.147273,METBELOSA,OB91Z,2490289,EF030,D3C3,,
PJU BANJAREJO,514100541089,DS DSBANJAREJO,P3,7700.0,3.0,TAGSASI 375,51410.0,KAB,NGADILUWIH,,-7.85971,112.011851,,,,EM266,D1,,
PJU BANJAREJO,514100844518,DS DSBANJAREJO,P3,3500.0,1.0,METER,51410.0,KAB,NGADILUWIH,1591.0,-7.859745,112.011836,ADTECH,IEC62053,19611,EM266,D1,,
PJU BANJAREJO 1,514100844413,DS DSBANJAREJO,P3,3500.0,1.0,METER,51410.0,KAB,NGADILUWIH,1591.0,-7.860102,112.011681,ADTECH,IEC62053,19602,EM266,D1C1,,
MERCURI SIMPANG 3,514100587708,DN DNWONOREJO NGD,P3,5500.0,3.0,TAGSASI 375,51410.0,KAB,NGADILUWIH,,-7.860515,112.002688,,,,EM108,A0,,
PJU PANDANTOYO 305,514060880016,DN GONDANGLEGI,P3,3500.0,1.0,METER,51406.0,KAB,PARE,1591.0,-7.861104,112.121454,CANNET,DDS138,50902031330,EF110,A8,,
PJU DS PANJER,514060662606,DS PANJER,P3,3040.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.861121,112.121454,,,,EF110,A8,,
PJU DS PLOSOLOR ( 29 ),514060659708,DN PLOSOLOR,P3,7700.0,1.0,METER,51406.0,KAB,PARE,3500.0,-7.861746,112.15425,SMARTMETER,SMI 200 S,185287104,EF339,B3A3,,
LAMPU SODIUM,514060072640,DS PLOSOKLATEN,P3,500.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.862581,112.153238,,,,EF339,B3,,
PJU PLOSOLOR,514061406947,DS PLOSO LOR,PLOSOKLATEN,P3,4400.0,1.0,METER,51406.0,KAB,PARE,2000.0,-7.8626287,112..153.223,SANXING,CSI01-S,45,EF339,B3,
PJU MANGUNREJO,514101116053,DSMANGUNREJO,P3,3500.0,1.0,METER,51410.0,KAB,NGADILUWIH,1591.0,-7.862834,112.01801,MELCOINDA,MS98E,8510863,EM289,A0,,
PJU BADUT - PTGSEWU JUGO,514110675315,DN BADUT JUGO MOJO,P3,5910.0,3.0,TAGSASI 375,51411.0,KAB,GROGOL,,-7.862969,111.86439,,,,EN042,B0,,
PJU BESUKI JUGO,514110696675,DN BESUKI JUGO,P3,10600.0,1.0,METER,51411.0,KAB,GROGOL,4818.0,-7.863014,111.853812,WASION,IMETER310,311917003997,EN638,B4,,
PJU DS CANGGU,514060664332,DN CANGGU,P3,8540.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.864050,112.133785,,,,EF111,D0,,
PJU JARAK T.311,514061240465,DN JARAK NO 0 JARAK,P3,4400.0,1.0,METER,51406.0,KAB,PARE,2000.0,-7.864311,112.129879,SMARTMETER,SMI 200 S,185533627,EF311,C6,,
PJU DS BLIMBING,514060662585,DS BLIMBING,P3,3620.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.864409,112.107773,,,,EF117,D0,,
PJU BLIMBING T117,514060760330,DN BLIMBING,P3,7700.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.864412,112.107784,SMARTMETER,SMI 200 S,12181334,EF117,D0,,
PJU DN BESUKI,514110742206,DN BESUKI,P3,2200.0,1.0,METER,51411.0,KAB,GROGOL,1000.0,-7.864423,111.859305,MELCOINDA,MS98E,9659243,EN003,B1,,
PJU PETOK EN363 (M),514110590226,DS PETOK MOJO,P3,1300.0,1.0,METER,51411.0,KAB,GROGOL,591.0,-7.864694,111.973499,,,2491077,EN363,A19,,
PJU WONOREJO,514100541071,DS DSWONOREJO,P3,3500.0,3.0,TAGSASI 375,51410.0,KAB,NGADILUWIH,,-7.864994,112.001568,,,,EM469,A1,,
PJU KENITEN EN049 (M),514110799982,DS LEMAHJUNGKUR,P3,4400.0,1.0,METER,51411.0,KAB,GROGOL,2000.0,-7.8652,111.914569,MELCOINDA,MS98E,8794819,EN049,B0,,
PJU MONDO 1 EN291 (M),514110800109,DS MONDO,P3,7700.0,1.0,METER,51411.0,KAB,GROGOL,3500.0,-7.865266,111.976881,SMARTMETER,SMI 200 S,130272419,EN291,C2D10,,
PJU DS SATAK,514060662671,DS SATAK,P3,6680.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.865302,112.242600,,,,EF231,C0,,
PJU DS TRISULO T187,514060760268,DN TRISULO,P3,1400.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.865329,112.201563,,,,EF187,B2A6B3,,
PJU KAYENLOR EF187,514060880696,JL BANGI,P3,5500.0,1.0,METER,51406.0,KAB,PARE,2500.0,-7.865340,112.201572,METBELOSA,OB91LU,2491595,EF187,B2A6B3,,
PJU BADAL PANDEAN BARU,514100633407,DS DSBADAL PANDEAN,P3,5500.0,3.0,TAGSASI 375,51410.0,KAB,NGADILUWIH,,-7.865615,111.99327,,,,EM300,D1,,
PJU SATAK 231,514060879353,DN SATAK,P3,3500.0,1.0,METER,51406.0,KAB,PARE,1591.0,-7.865684,112.242810,METBELOSA,OB91Z,2491586,EF231,C1,,
PJU SATAK (231),514060655612,DN SATAK,P3,1020.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.865686,112.242797,,,,EF231,C1,,
PJU TRISULO ( 187 ),514060656104,DN TRISULO,P3,4220.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.865709,112.198292,,,,EF187,B1,,
PJU WONOREJO TRI EF187,514060880455,DN WONOREJO TRISULO,P3,4400.0,1.0,METER,51406.0,KAB,PARE,2000.0,-7.865710,112.198303,METBELOSA,OB91LU,2491543,EF187,B1,,
PJU BADAL PANDEAN,514100618443,DS DSBADAL PANDEAN,P3,7700.0,3.0,TAGSASI 375,51410.0,KAB,NGADILUWIH,,-7.86578,111.993691,,,,EM300,B0,,
PJU NGRECO 2,514101115899,DSNGRECO,P3,3500.0,1.0,METER,51410.0,KAB,NGADILUWIH,1591.0,-7.86578,112.079784,CANNET,DDS137,50904338493,EM576,C1,,
PJU SATAK T.232,514061240121,DN SATAK NO 0 SATAK,P3,3500.0,1.0,METER,51406.0,KAB,PARE,1591.0,-7.866109,112.256914,MELCOINDA,MS98E,10086791,EF232,D0,,
PJU BADAL,514100844860,DN DNBADAL,P3,3500.0,1.0,METER,51410.0,KAB,NGADILUWIH,1591.0,-7.86623,111.994911,ADTECH,IEC62053,28383,EM300,B3,,
PJU KENITEN EN050 (M),514110800087,DS SUMBERDANDANG,P3,4400.0,1.0,METER,51411.0,KAB,GROGOL,2000.0,-7.866343,111.928298,SMARTMETER,SMI 200 S,150028986,EN050,B0,,
PJU JL RAYA MONDO,514110696659,DN MONDO TIMUR,P3,1250.0,1.0,METER,51411.0,KAB,GROGOL,568.0,-7.866405,111.980841,CANNET,DDS137,50903696784,EN291,A0,,
PJU DS JARAK T111,514060760250,DN JARAK,P3,13920.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.866476,112.137887,,,,EF111,B12,,
PJU KENITEN EN107,514110799974,DS SUROWANGSANG,P3,4400.0,1.0,METER,51411.0,KAB,GROGOL,2000.0,-7.866911,111.960627,ITRON,351,11698632,EN107,D3,,
PJU BLABAK,514101115824,DSBLABAK,P3,3500.0,1.0,METER,51410.0,KAB,NGADILUWIH,1591.0,-7.867119,112.029049,MELCOINDA,MS98E,8211249,EM194,C11,,
PJU MONDO 2 EN291 (M),514110800095,DS MONDO TIMUR,P3,4400.0,1.0,METER,51411.0,KAB,GROGOL,2000.0,-7.867439,111.980007,ITRON,351,11698111,EN291,C4,,
PJU MANGUNREJO,514100536137,DS DSMANGUNREJO,P3,4310.0,1.0,METER,51410.0,KAB,NGADILUWIH,1959.0,-7.868071,112.016256,CANNET,DDS137,50903427834,EM290,C0,,
PJU DS JUGO,514110502780,DS JUGO,P3,250.0,3.0,TAGSASI 375,51411.0,KAB,GROGOL,,-7.86835,111.876779,,,,EN616,B1,,
PJU BADAL PANDEAN,514101115720,DSBADAL PANDEAN,P3,5500.0,1.0,METER,51410.0,KAB,NGADILUWIH,2500.0,-7.86902,111.987469,MELCOINDA,MS98E,8211011,EM301,C0,,
PJU DS NGLUMBANG T116,514060760306,DS NGLUMBANG,P3,1280.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.869027,112.100813,,,,EF116,A4,,
PJU BLABAK KANDAT BARU,514100633337,DS DSBLABAK KANDAT,P3,16520.0,3.0,TAGSASI 375,51410.0,KAB,NGADILUWIH,,-7.870355,112.029983,,,,EM540,D0,,
PJU DS JUGO 615 D1,514111113121,DS JUGO,P3,3500.0,1.0,METER,51411.0,KAB,GROGOL,1591.0,-7.870402,111.889832,SMARTMETER,SMI 200 S,172430486,EN615,D2,,
PJU WONOREJO TRI EF188,514060880804,DS WONOREJO TRISULO,P3,4400.0,1.0,METER,51406.0,KAB,PARE,2000.0,-7.870536,112.204826,METBELOSA,OB91LU,2491463,EF188,D16,,
PJU NGRECO,514101115753,DSNGRECO,P3,2200.0,1.0,METER,51410.0,KAB,NGADILUWIH,1000.0,-7.870728,112.051536,CANNET,DDS137,50904650574,EM208,B3,,
PJU DS SUKOANYAR,514110675380,DS SUKOANYAR,P3,14750.0,3.0,TAGSASI 375,51411.0,KAB,GROGOL,,-7.87097,111.977857,,,,EN186,A0,,
PJU BLABAK I,514100715619,DS DSBLABAK KANDAT,P3,2500.0,1.0,METER,51410.0,KAB,NGADILUWIH,1136.0,-7.871091,112.024606,FUJI,FA14AI1Z,7487,EM195,A1,,
PJU BLABAK,514100844782,DN DNBLABAK,P3,5500.0,1.0,METER,51410.0,KAB,NGADILUWIH,2500.0,-7.871122,112.024636,SMARTMETER,SMI 200 S,172425982,EM195,B1,,
PJU DS NGLUMBANG,514060662577,DN NGLUMBANG,P3,1840.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.871208,112.099802,,,,EF116,C1,,
PJU DS BLABAK,514100540468,DS DSBLABAK,P3,2800.0,3.0,TAGSASI 375,51410.0,KAB,NGADILUWIH,,-7.871437,112.033774,,,,EM196,D1,,
PJU DS JANTI WATES,514100587525,DS DSJANTI WATES,P3,10600.0,3.0,TAGSASI 375,51410.0,KAB,NGADILUWIH,,-7.871699,112.024437,,,,EM195,C0,,
PJU NGRECO + PJU BLABAK,514100585362,DS DSBLABAK,P3,7700.0,3.0,TAGSASI 375,51410.0,KAB,NGADILUWIH,,-7.871734,112.024435,,,,EM195,C0,,
PJU REMBANG,514101116046,DSREMBANG,P3,5500.0,1.0,METER,51410.0,KAB,NGADILUWIH,2500.0,-7.871774,112.000539,ELIPS SYSTEM,S100,114021143737,EM160,A5,,
PJU SILIR WATES,514100616032,DS DSSILIR WATES,P3,10600.0,3.0,TAGSASI 375,51410.0,KAB,NGADILUWIH,,-7.871788,112.062632,,,,EM302,B7,,
PJU NAMBAAN,514100587877,DS DSNAMBAAN KANDAT,P3,7700.0,3.0,TAGSASI 375,51410.0,KAB,NGADILUWIH,,-7.871806,112.024409,,,,EM195,C0,,
PJU DS GONDANG,514060662593,DS GONDANG,P3,12720.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.871920,112.117070,,,,EF380,A14,,
PJU PLOSOKIDUL 274,514060880024,JL LOREJO,P3,2200.0,1.0,METER,51406.0,KAB,PARE,1000.0,-7.872222,112.116982,METBELOSA,OB91Z,2490118,EF380,A13,,
PJU JARAK T.139,514061240481,DN JARAK NO 0 JARAK,P3,4400.0,1.0,METER,51406.0,KAB,PARE,2000.0,-7.873994,112.142781,MELCOINDA,MS98E,8797824,EF139,D3C1D4,,
PJU JARAK EF139,514060880662,DN SAGI,P3,3500.0,1.0,METER,51406.0,KAB,PARE,1591.0,-7.874017,112.142770,METBELOSA,OB91LU,2491485,EF139,D3C1D4,,
PJU BLABAK II,514100715627,DS DSBLABAK KANDAT,P3,5070.0,1.0,METER,51410.0,KAB,NGADILUWIH,2305.0,-7.874344,112.023872,ITRON,ACE 2000,10067153,EM195,C6,,
PJU MLATI EN187 (M),514110615900,DS MLATI,P3,5500.0,3.0,TAGSASI 375,51411.0,KAB,GROGOL,,-7.874908,111.969633,FUJI,FA14AI1Z,852386,EN365,A0,,
PJU KENITEN EN365 (M),514110615918,DS KENITEN MOJO,P3,7700.0,1.0,METER,51411.0,KAB,GROGOL,3500.0,-7.874969,111.969619,METBELOSA,,12071718,EN365,A0,,
PJU SUKOANYAR EN186,514110800158,DS SUKOANYAR,P3,7700.0,1.0,METER,51411.0,KAB,GROGOL,3500.0,-7.875248,111.974119,SMARTMETER,SMI 200 S,130138328,EN284,C0D1,,
PJU NGRECO,514100845058,DN DNNGRECO,P3,5500.0,1.0,METER,51410.0,KAB,NGADILUWIH,2500.0,-7.876226,112.046266,SMARTMETER,SMI 200 S,161603419,EM197,B1,,
PJU DS KAYUNAN,514060662689,DN DAYUNAN,P3,4720.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.876792,112.124195,,,,EF114,D5,,
PJU KAYUNAN EF114,514060880186,DN KANTOR DESA,P3,3500.0,1.0,METER,51406.0,KAB,PARE,1591.0,-7.876798,112.124205,METBELOSA,OB91LU,2490362,EF114,D5,,
PJU BEDALI 268,514060880057,DN SUKOMRAMBIL,P3,3500.0,1.0,METER,51406.0,KAB,PARE,1591.0,-7.877230,112.114924,METBELOSA,OB91Z,2491210,EF103,B1,,
PJU DS JUGO 614 B15,514111113225,DS JUGO,P3,4400.0,1.0,METER,51411.0,KAB,GROGOL,2000.0,-7.877303,111.916147,SMARTMETER,SMI 200 S,172424174,EN614,B6C1B8,,
PJU SURAT EN034 (M),514110800020,DS SURAT,P3,4400.0,1.0,METER,51411.0,KAB,GROGOL,2000.0,-7.877308,111.944173,ITRON,351,11698449,EN034,D1A1,,
PJU BADAL NGADILUWIH,514100616377,DS DSBADAL NGADILUWIH,P3,17600.0,3.0,TAGSASI 375,51410.0,KAB,NGADILUWIH,,-7.87744,111.983628,,,,EM267,A0,,
PJ DS GEDANG SEWU / 144,514060651081,DN GEDANG SEWU,P3,660.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.877748,112.126240,,,,EF114,D0,,
PJU REMBANG 2,514100844829,DS DNREMBANG,P3,3500.0,1.0,METER,51410.0,KAB,NGADILUWIH,1591.0,-7.877775,111.996875,SMARTMETER,SMI 200 S,8796909,EM059,C1D5,,
PJU TEMPLEK ( 144 ),514060656120,DN TEMPLEK,P3,800.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.877775,112.126291,,,,EF114,B0,,
PJU TRISULO ( 188 ),514060656112,DN TRISULO,P3,4320.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.879328,112.210435,,,,EF188,B6,,
PJU CENTONG 204,514060879863,DN GEBYARAN,P3,3500.0,1.0,METER,51406.0,KAB,PARE,1591.0,-7.879341,112.210447,METBELOSA,OB91Z,2491560,EF188,B6,,
PJU KAYUNAN EF114 B13,514060880207,DN GEREJA,P3,4400.0,1.0,METER,51406.0,KAB,PARE,2000.0,-7.879926,112.131292,SMARTMETER,SMI 200 S,161774178,EF114,B13,,
PJU MANGUNREJO,514100844924,DN DNMANGUNREJO,P3,3500.0,1.0,METER,51410.0,KAB,NGADILUWIH,1591.0,-7.880318,112.045031,ADTECH,IEC62053,,EM197,B1C10,,
PJU JARAK,514060655965,DN JARAK,P3,13680.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.881150,112.147037,,,,EF031,C0,,
PJU REMBANG 1,514100844567,DS DNREMBANG,P3,3500.0,1.0,METER,51410.0,KAB,NGADILUWIH,1591.0,-7.88139,111.999728,ADTECH,IEC62053,19619,EM161,A2B2,,
PJU CENDONO,514101115738,DSCENDONO KANDAT,P3,3500.0,1.0,METER,51410.0,KAB,NGADILUWIH,1591.0,-7.881486,112.096849,MELCOINDA,MS98E,8211176,EM397,C1,,
PJU JARAK T031,514060880194,JL KALASAN,P3,2200.0,1.0,METER,51406.0,KAB,PARE,1000.0,-7.881531,112.146854,MELCOINDA,MS98E,8941538,EF031,C1,,
PJU SEPAWON 216,514060879586,DN SEPAWON,P3,2200.0,1.0,METER,51406.0,KAB,PARE,1000.0,-7.881818,112.142761,SMARTMETER,SMI 200 S,140043823,EF228,D1,,
PJU JARAK,514060656017,DN JARAK,P3,3200.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.881919,112.143056,,,,EF228,D0,,
PJU JARAK 228,514060879361,DN KALASAN,P3,3500.0,1.0,METER,51406.0,KAB,PARE,1591.0,-7.881931,112.143080,METBELOSA,OB91Z,2490334,EF228,B0,,
PJU SUKOANYAR EN541 (M),514110800079,DS SUKOANYAR,P3,4400.0,1.0,METER,51411.0,KAB,GROGOL,2000.0,-7.882036,111.970957,SMARTMETER,SMI 200 S,12071410,EN541,C6,,
PJU GONDANG EF103,514060880336,DN NGAGLIK,P3,3500.0,1.0,METER,51406.0,KAB,PARE,1591.0,-7.882410,112.116307,SMARTMETER,SMI 200 S,162638668,EF103,B1C7B9C3,,
PJU JUGO EN672 (M),514110799853,DN JUGO,P3,5500.0,1.0,METER,51411.0,KAB,GROGOL,2500.0,-7.882872,111.932994,SMARTMETER,SMI 200 S,130082181,EN672,C0,,
PJU BADAL 2,514101115978,DSBADAL,P3,4400.0,1.0,METER,51410.0,KAB,NGADILUWIH,2000.0,-7.883104,111.981576,MELCOINDA,MS-98E,8211278,EM268,A1,,
PJU SURAT EN634 (M),514110800190,DS SELOREJO,P3,4400.0,1.0,METER,51411.0,KAB,GROGOL,2000.0,-7.883189,111.947403,SMARTMETER,SMI 200 S,,EN331,B19,,
PJU DS BLIMBING 38,514111113274,DS BLIMBING,P3,2200.0,1.0,METER,51411.0,KAB,GROGOL,1000.0,-7.883306,111.886886,SMARTMETER,SMI 200 S,172424167,EN038,D3,,
PJU SEPAWON EF215,514060879416,DN NGRANGKAH,P3,4400.0,1.0,METER,51406.0,KAB,PARE,2000.0,-7.883320,112.214700,METBELOSA,OB91Z,2497464,EF215,A4,,
PJU BADEK (215),514060655575,DN BADEK,P3,1190.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.884041,112.214670,,,,EF215,A2,,
PJU NGERCO,514101115674,DSNGERCO,P3,3500.0,1.0,METER,51410.0,KAB,NGADILUWIH,1591.0,-7.884109,112.062598,MELCOINDA,MS98E,8211211,EM038,B2,,
PJU BEDUG,514100844965,DS DSBEDUG,P3,3500.0,1.0,METER,51410.0,KAB,NGADILUWIH,1591.0,-7.884661,112.009055,ADTECH,IEC62053,28285,EM270,A1,,
PJU DS SURAT MOJO,514110675398,DS SURAT,P3,8320.0,3.0,TAGSASI 375,51411.0,KAB,GROGOL,,-7.884944,111.961425,,,,EN130,D0,,
PJU KARANG ANYAR T.259,514061240499,DN KARANG ANYAR NO 0 KR ANYAR,P3,4400.0,1.0,METER,51406.0,KAB,PARE,2000.0,-7.885012,112.110170,MELCOINDA,MS98E,8798265,EF259,D7,,
PJU SURAT 2 EN130 (M),514110799917,DS NGAGLIK,P3,3500.0,1.0,METER,51411.0,KAB,GROGOL,1591.0,-7.885276,111.962434,CANNET,DDS137,50904689846,EN130,B3,,
PJU REMBANG,514100587923,DS DSREMBANG NAGDILUWIH,P3,7700.0,3.0,TAGSASI 375,51410.0,KAB,NGADILUWIH,,-7.885394,111.997685,,,,EM524,A1,,
PJU JOHO II,514100720745,DS DSJOHO WATES,P3,6880.0,1.0,METER,51410.0,KAB,NGADILUWIH,3127.0,-7.885777,112.061811,METBELOSA,OB941U,2478308,EM198,A3,,
